Labelled Phrase,Detected Phrase,Intent Id,Intent Name,Top Match Intent Id,Top Match Intent Name,Top Match Score,Entropy,Uncertainty,Margin Score,Result Type,Num Correct Entities,Num Missed Entities,Num Spurious Entities,Labelled Entities,Detected Entities,Combined result type
I need to check the status of my order,I need to check the status of my order,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,0.966267,0.161874,0.033733,0.054010,Pass,0,0,0,,,Pass
I need to check the status of my order please,I need to check the status of my order please,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,0.971966,0.129781,0.028034,0.042823,Pass,0,0,0,,,Pass
"Hi, I need to check the status of my order please","Hi, I need to check the status of my order please",intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,0.962002,0.125442,0.037998,0.049019,Pass,0,0,0,,,Pass
"Hi, i would like to check the status of my order","Hi, i would like to check the status of my order",intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,0.947462,0.168964,0.052538,0.075232,Pass,0,0,0,,,Pass
i need to check on an order status,i need to check on an order status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,intent-GCLZTX5OBFK3BP4GN6NVMUAE,shipping_issues / order_status,0.951240,0.228231,0.048760,0.080966,Pass,0,0,0,,,Pass
"Hello, I would like to pay my premium subscription fee.","Hello, I would like to pay my premium subscription fee.",intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.673404,0.560415,0.326596,0.511470,Pass,0,0,0,,,Pass
Yes i would like to pay my subscription fee,Yes i would like to pay my subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.945301,0.176549,0.054699,0.071677,Pass,0,0,0,,,Pass
pay subscription fee,pay subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.650604,0.664256,0.349396,0.517693,Pass,0,0,0,,,Pass
I want to pay my subscription fee,I want to pay my subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.869450,0.322643,0.130550,0.214528,Pass,0,0,0,,,Pass
I want to pay my subscription fee so my membership stays active.,I want to pay my subscription fee so my membership stays active.,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.775072,0.436119,0.224928,0.302647,Pass,0,0,0,,,Pass
Yes i would like to pay my subscription fee to keep it active please,Yes i would like to pay my subscription fee to keep it active please,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.955564,0.137923,0.044436,0.056172,Pass,0,0,0,,,Pass
Hi...I would like to pay the subscription fee so I can keep my premium subscription going please,Hi...I would like to pay the subscription fee so I can keep my premium subscription going please,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.660084,0.563958,0.339916,0.514018,Pass,0,0,0,,,Pass
I would like to pay the subscription fee,I would like to pay the subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.940818,0.259724,0.059182,0.096465,Pass,0,0,0,,,Pass
I am hoping to pay my subscription fee to keep it active.,I am hoping to pay my subscription fee to keep it active.,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.839865,0.359703,0.160135,0.217027,Pass,0,0,0,,,Pass
Yes i would like to pay my subscription fee to keep it active,Yes i would like to pay my subscription fee to keep it active,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.926626,0.193746,0.073374,0.093842,Pass,0,0,0,,,Pass
I would like to pay for my subscription fee,I would like to pay for my subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.945057,0.182419,0.054943,0.083111,Pass,0,0,0,,,Pass
Hello. I want to pay my subscription fee please.,Hello. I want to pay my subscription fee please.,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.945034,0.155349,0.054966,0.071726,Pass,0,0,0,,,Pass
"Hi, I want to pay my subscription fee please.","Hi, I want to pay my subscription fee please.",intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.938144,0.169894,0.061856,0.079799,Pass,0,0,0,,,Pass
I would like to pay my subscription fee,I would like to pay my subscription fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.950763,0.162510,0.049237,0.067802,Pass,0,0,0,,,Pass
Yes i would like to pay my subscription fee please,Yes i would like to pay my subscription fee please,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.947002,0.137729,0.052998,0.064210,Pass,0,0,0,,,Pass
I want to pay my premium annual subscription,I want to pay my premium annual subscription,intent-DEO3LIIWAVIY3D3R3P72WQSX,membership_enquiries / upgrade_account,intent-KDBNSXIRZZJI3MJRZHNNBPJG,membership_enquiries / pay_subscription_fee,0.489325,0.679625,0.510675,0.912856,Fail,0,0,0,,,IntentFail
and can't log in on my laptop anymore,and can't log in on my laptop anymore,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.773237,0.491728,0.226763,0.330230,Pass,0,0,0,,,Pass
so I can't log in,so I can't log in,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.859343,0.304409,0.140657,0.184902,Pass,0,0,0,,,Pass
but I can not access my account,but I can not access my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.888139,0.313447,0.111861,0.163838,Pass,0,0,0,,,Pass
"Hi, I can't access my account","Hi, I can't access my account",intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.889575,0.310423,0.110425,0.162804,Pass,0,0,0,,,Pass
Can you please help me access my account,Can you please help me access my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.951332,0.147226,0.048668,0.061112,Pass,0,0,0,,,Pass
cannot access my account,cannot access my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.952424,0.165911,0.047576,0.065368,Pass,0,0,0,,,Pass
"hi, I'm having a little issue logging into my account","hi, I'm having a little issue logging into my account",intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.904416,0.247053,0.095584,0.127491,Pass,0,0,0,,,Pass
hey I wanted to see my shopping history but I can't access my account,hey I wanted to see my shopping history but I can't access my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.397877,0.670874,0.602123,0.815419,Pass,0,0,0,,,Pass
I have an issue getting to my account,I have an issue getting to my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.913183,0.330527,0.086817,0.135021,Pass,0,0,0,,,Pass
Hello. I can't get into my account,Hello. I can't get into my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.887378,0.297497,0.112622,0.151659,Pass,0,0,0,,,Pass
in an unfortunate turn of events I am now unable to access my account!,in an unfortunate turn of events I am now unable to access my account!,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.864948,0.301029,0.135052,0.174255,Pass,0,0,0,,,Pass
I can't access my account,I can't access my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.937626,0.202924,0.062374,0.082919,Pass,0,0,0,,,Pass
I can't log into my account,I can't log into my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.969051,0.112908,0.030949,0.041436,Pass,0,0,0,,,Pass
anything i can do to get back into my account?,anything i can do to get back into my account?,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.614177,0.592741,0.385823,0.524479,Pass,0,0,0,,,Pass
Now I can't access my acc,Now I can't access my acc,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.956163,0.167375,0.043837,0.062117,Pass,0,0,0,,,Pass
Hi I have an issue logging into my account,Hi I have an issue logging into my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.943459,0.182659,0.056541,0.074338,Pass,0,0,0,,,Pass
cant login,cant login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.698979,0.603436,0.301021,0.448802,Pass,0,0,0,,,Pass
"Hi, I can't log into my account","Hi, I can't log into my account",intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.908882,0.263896,0.091118,0.128794,Pass,0,0,0,,,Pass
Now can't access my acc.,Now can't access my acc.,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.960228,0.153355,0.039772,0.056145,Pass,0,0,0,,,Pass
Could you help me get it back onto my account?,Could you help me get it back onto my account?,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.478026,0.675493,0.521974,0.678158,Pass,0,0,0,,,Pass
I can't access my acc,I can't access my acc,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.958406,0.143993,0.041594,0.055293,Pass,0,0,0,,,Pass
I have an issue getting into my account,I have an issue getting into my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.885899,0.438049,0.114101,0.190387,Pass,0,0,0,,,Pass
hey so I'm locked out of my own account,hey so I'm locked out of my own account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.821114,0.325242,0.178886,0.236811,Pass,0,0,0,,,Pass
I can't login,I can't login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.803675,0.462026,0.196325,0.279924,Pass,0,0,0,,,Pass
well i'm locked out of my account :(,well i'm locked out of my account :(,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.861224,0.312138,0.138776,0.209803,Pass,0,0,0,,,Pass
access to my account,access to my account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.976078,0.000000,0.023922,0.000000,Pass,0,0,0,,,Pass
Can you help me figure out how to login?,Can you help me figure out how to login?,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.434180,0.719294,0.565820,0.728724,Pass,0,0,0,,,Pass
upgrade account,upgrade account,intent-DEO3LIIWAVIY3D3R3P72WQSX,membership_enquiries / upgrade_account,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.554174,0.650349,0.445826,0.546400,Fail,0,0,0,,,IntentFail
can't remeber the email I used,can't remeber the email I used,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.500672,0.618536,0.499328,0.684463,Fail,0,0,0,,,IntentFail
yes i'm trying to view my shopping history online but can't access my account because i forgot my username,yes i'm trying to view my shopping history online but can't access my account because i forgot my username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-NL3C7S32H5O2NIEYCHIFRD4D,login_issues / cant_login,0.537063,0.586108,0.462937,0.638876,Fail,0,0,0,,,IntentFail
Hi. I have a question about some boots on your site,Hi. I have a question about some boots on your site,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.984853,0.000000,0.015147,0.000000,Pass,0,0,0,,,Pass
I'm thinking about buying a pair of your Guess boots and I would like some more info about them.,I'm thinking about buying a pair of your Guess boots and I would like some more info about them.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.997546,0.000000,0.002454,0.000000,Pass,0,0,0,,,Pass
"Hi, I recently ordered a pair of jeans from your website","Hi, I recently ordered a pair of jeans from your website",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.968170,0.000000,0.031830,0.000000,Pass,0,0,0,,,Pass
i am thinking about buying boots and i have a quetsion,i am thinking about buying boots and i have a quetsion,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.980208,0.000000,0.019792,0.000000,Pass,0,0,0,,,Pass
Hi! I was considering buying a pair of Guess boots but needed some information,Hi! I was considering buying a pair of Guess boots but needed some information,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.996097,0.000000,0.003903,0.000000,Pass,0,0,0,,,Pass
wondering about the durability and longevity of these boots before taking the plunge,wondering about the durability and longevity of these boots before taking the plunge,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.972570,0.000000,0.027430,0.000000,Pass,0,0,0,,,Pass
ok the Michael Kors jeans,ok the Michael Kors jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.969975,0.000000,0.030025,0.000000,Pass,0,0,0,,,Pass
Hello I have a question about the Guess boots.,Hello I have a question about the Guess boots.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.994735,0.000000,0.005265,0.000000,Pass,0,0,0,,,Pass
Hi I have a question about a pair of boots you have on your site,Hi I have a question about a pair of boots you have on your site,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.985271,0.000000,0.014729,0.000000,Pass,0,0,0,,,Pass
hi i am reall interested in these calvin klein boots,hi i am reall interested in these calvin klein boots,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.995848,0.000000,0.004152,0.000000,Pass,0,0,0,,,Pass
"Hi, I would like to now more about some boots I want to buy","Hi, I would like to now more about some boots I want to buy",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.995656,0.000000,0.004344,0.000000,Pass,0,0,0,,,Pass
Calvin Kelin Jeans,Calvin Kelin Jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.965612,0.000000,0.034388,0.000000,Pass,0,0,0,,,Pass
the site doesnt' say if these boots are waterproof? are they waterproof?,the site doesnt' say if these boots are waterproof? are they waterproof?,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.930220,0.177311,0.069780,0.082530,Pass,0,0,0,,,Pass
i would like to know if the jeans are dark blue or black.,i would like to know if the jeans are dark blue or black.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.987605,0.000000,0.012395,0.000000,Pass,0,0,0,,,Pass
"I'm looking at a pair of Guess boots that I might buy, but would like to know a little more about them.","I'm looking at a pair of Guess boots that I might buy, but would like to know a little more about them.",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.995687,0.000000,0.004313,0.000000,Pass,0,0,0,,,Pass
"Hi, I'd like some information about a pair of boots.","Hi, I'd like some information about a pair of boots.",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.997061,0.000000,0.002939,0.000000,Pass,0,0,0,,,Pass
I'm looking for some information about a pair of shoes on your site.,I'm looking for some information about a pair of shoes on your site.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.987042,0.000000,0.012958,0.000000,Pass,0,0,0,,,Pass
would like to know more a product i am thinking about buying. are the jeans dark blue or black? they are a pair of calvin klein jeans,would like to know more a product i am thinking about buying. are the jeans dark blue or black? they are a pair of calvin klein jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.991858,0.000000,0.008142,0.000000,Pass,0,0,0,,,Pass
Do you have jeans with ripped holes,Do you have jeans with ripped holes,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.979868,0.000000,0.020132,0.000000,Pass,0,0,0,,,Pass
Hi there - there's a pair of boots I'm thinking about ordering but I wanted to get some more information first,Hi there - there's a pair of boots I'm thinking about ordering but I wanted to get some more information first,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.992232,0.000000,0.007768,0.000000,Pass,0,0,0,,,Pass
I was wondering if you have details about a pair of boots im looking at.,I was wondering if you have details about a pair of boots im looking at.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.997904,0.000000,0.002096,0.000000,Pass,0,0,0,,,Pass
hi i love these calvin klein jeans,hi i love these calvin klein jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.995592,0.000000,0.004408,0.000000,Pass,0,0,0,,,Pass
Hi. I would like to know more about a pair of boots I'm looking at.,Hi. I would like to know more about a pair of boots I'm looking at.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.998535,0.000000,0.001465,0.000000,Pass,0,0,0,,,Pass
Hi I have a question about a jacket you have on your site,Hi I have a question about a jacket you have on your site,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.665519,0.490356,0.334481,0.599465,Pass,0,0,0,,,Pass
more information on item,more information on item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.413560,0.581799,0.586440,0.896406,Pass,0,0,0,,,Pass
would like to add a pair of guess jeans,would like to add a pair of guess jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.993983,0.000000,0.006017,0.000000,Pass,0,0,0,,,Pass
some jeans from Michael_Kors for $99,some jeans from Michael_Kors for $99,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.984711,0.000000,0.015289,0.000000,Pass,0,0,0,,,Pass
i am thinking about buying a pair of boots,i am thinking about buying a pair of boots,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.993878,0.000000,0.006122,0.000000,Pass,0,0,0,,,Pass
Hi! I just have a quick question about these Hilfiger boots,Hi! I just have a quick question about these Hilfiger boots,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.994994,0.000000,0.005006,0.000000,Pass,0,0,0,,,Pass
"Calvin Klein jeans, they are $74","Calvin Klein jeans, they are $74",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.931689,0.174335,0.068311,0.080853,Pass,0,0,0,,,Pass
I am looking to buy some boots,I am looking to buy some boots,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.990348,0.000000,0.009652,0.000000,Pass,0,0,0,,,Pass
Hi I have a question about a pair of boots I am looking at.,Hi I have a question about a pair of boots I am looking at.,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.998306,0.000000,0.001694,0.000000,Pass,0,0,0,,,Pass
"hi, i am trying to find out more about guess jeans you have for $49","hi, i am trying to find out more about guess jeans you have for $49",intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.982516,0.000000,0.017484,0.000000,Pass,0,0,0,,,Pass
Calvin Klein jeans and a Guess jacket,Calvin Klein jeans and a Guess jacket,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.968176,0.000000,0.031824,0.000000,Pass,0,0,0,,,Pass
I'm thinking about buying thses boots,I'm thinking about buying thses boots,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.995694,0.000000,0.004306,0.000000,Pass,0,0,0,,,Pass
i am looking for a particular style of jeans,i am looking for a particular style of jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.986060,0.000000,0.013940,0.000000,Pass,0,0,0,,,Pass
Hi! I was looking at a pair of boots and would like some information on it please,Hi! I was looking at a pair of boots and would like some information on it please,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.998060,0.000000,0.001940,0.000000,Pass,0,0,0,,,Pass
i'm hoping to get a little more info on some boots before i buy them,i'm hoping to get a little more info on some boots before i buy them,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.996068,0.000000,0.003932,0.000000,Pass,0,0,0,,,Pass
Hello! I have a question about some jeans on your site,Hello! I have a question about some jeans on your site,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.970376,0.166732,0.029624,0.052490,Pass,0,0,0,,,Pass
I'd like to know more about a pair of jeans,I'd like to know more about a pair of jeans,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,intent-Q3TGCDX6NFPUPKVG67UJN7NW,shopping_issues / more_information_on_item,0.998816,0.000000,0.001184,0.000000,Pass,0,0,0,,,Pass
